id,sentiment
12311_10,0.995216
8348_2,0.015578173333299998
5828_4,0.799419666667
7186_2,0.29147356666700003
12128_7,0.933350333333
2913_8,0.709638666667
4396_1,0.06817346666669999
395_2,0.13782550000000002
10616_1,0.0033309959999999997
9074_9,0.609386
9252_3,0.149355466667
9896_9,0.832291666667
574_4,0.342337666667
11182_8,0.560372666667
11656_4,0.19019556666700002
2322_4,0.245593286667
8703_1,0.0925942333333
7483_1,0.256004233333
6007_10,0.9725286666670001
12424_4,0.00801745646667
4672_1,0.005797575057569999
10841_3,0.048688499999999996
8954_7,0.43083599999999994
7392_1,0.2487526
10288_8,0.989857666667
5343_4,0.00461241
4950_1,0.002993763
9257_4,0.613466333333
8689_3,0.108340633333
4480_2,0.030307
9286_10,0.954730333333
12245_10,0.9987219999999999
7529_7,0.931894666667
4_4,0.014652723333299998
5299_2,0.0218603
12077_8,0.9561860000000001
10701_2,0.0069315443333299994
11579_1,0.05543016666669999
10993_1,0.021881599999999998
8913_1,0.0370871
1350_3,0.118012913333
3804_2,0.01654889
5025_3,0.323585666667
5170_8,0.8773606666670001
8225_8,0.983479333333
6427_7,0.979045
3165_3,0.28167253333299996
7902_9,0.995575666667
8208_3,0.0029727366666699997
3577_8,0.95778
4865_1,0.009426299999999999
9063_3,0.173970333333
1106_1,0.43745
1117_9,0.9891063333329999
1050_4,0.223036
10755_9,0.8551780000000001
2729_8,0.9321656666670001
10072_10,0.969908333333
2904_7,0.9553283333329999
4584_2,0.680713333333
189_4,0.125698833333
6302_4,0.16716979999999998
8138_9,0.683375
1262_1,0.155453073333
2199_10,0.9882780000000001
6551_7,0.973020333333
8082_7,0.445228366667
4897_8,0.9973533333329999
7360_1,0.0340781961833
11012_10,0.986117
12046_1,0.151534333333
2331_2,0.49043133333300004
8961_9,0.9847899999999999
751_7,0.66514
9884_10,0.9159450000000001
10016_8,0.975583666667
8023_10,0.6171902666669999
2628_1,0.0210570833333
5832_1,0.00386429637667
7302_1,0.017433224
4501_3,0.15084579999999997
1121_7,0.663317
8334_3,0.595234
9789_10,0.555912333333
4230_10,0.7832743333329999
824_4,0.039899733333300005
6803_9,0.9662336666670001
3086_7,0.9943129999999999
1135_8,0.981305333333
10136_1,0.00711603463333
11129_3,0.00827703
2072_8,0.504037333333
9501_7,0.952974
319_10,0.9609153333329999
1693_7,0.9890253333329999
10886_1,0.00356806193333
9406_8,0.868776666667
10376_10,0.379975
9902_1,0.00443792
9938_8,0.7910963333329999
7080_9,0.9096293333329999
11944_8,0.523645333333
5249_1,0.0023043314000000003
9599_2,0.280556283333
9620_1,0.145305306667
11244_1,0.0689357846667
6841_10,0.998685
10050_4,0.8474079999999999
10512_9,0.9787969999999999
11327_3,0.008212306666670001
10681_8,0.976884666667
808_3,0.1420529
546_7,0.997120666667
10765_1,0.00128899019667
7189_9,0.581487666667
6005_9,0.964756
11915_9,0.975116
5740_10,0.9757753333329999
7097_10,0.658739333333
9573_10,0.630155666667
5084_4,0.18458929999999998
12332_7,0.7545353333329999
8154_1,0.00837502
5610_1,0.0848112333333
5323_9,0.946356333333
11034_8,0.7861896666670001
3977_2,0.091423
12380_7,0.0745165142
1737_8,0.693835666667
6030_9,0.6325973333330001
5918_7,0.934322
7061_9,0.751752666667
266_8,0.8995996666670001
1375_10,0.9944456666670001
8648_3,0.0064189398459999995
10146_10,0.985386333333
4578_10,0.985448333333
4685_8,0.999442
11843_9,0.852926666667
5467_10,0.9936020000000001
10140_10,0.9435709999999999
7721_8,0.9940979999999999
11208_10,0.40914033333300004
1063_10,0.986950666667
8260_10,0.518560666667
3182_9,0.9791219999999999
2797_8,0.934809333333
7613_2,0.413203333333
11624_4,0.13707933333300001
4847_10,0.994736666667
10684_7,0.8950626666670001
6312_1,0.126542066667
4925_3,0.05050247666669999
4125_1,0.000848761933333
2394_10,0.999431
12105_10,0.9877273333329999
7812_1,0.00740145
1061_8,0.8827203333329999
9343_3,0.528446666667
7696_10,0.997125
9355_10,0.9914456666670001
782_9,0.9936963333329999
9882_10,0.9977346666670001
10642_10,0.983846666667
7410_2,0.007065699999999999
9591_4,0.026039963333299998
11902_3,0.107295726667
3495_7,0.628825666667
6733_1,0.00303836
4552_1,0.00188599166667
6722_1,0.05650533333330001
188_10,0.929417
5099_10,0.983470666667
10313_1,0.159029333333
6756_9,0.8815546666670001
6622_2,0.01368097
4807_10,0.993745333333
7173_3,0.01435483
11321_8,0.697387666667
7909_9,0.610010333333
8012_7,0.0850840666667
8615_4,0.117425833333
8117_10,0.889504666667
1892_10,0.9731616666670001
4617_1,0.143807933333
1893_8,0.918744333333
5435_1,0.015950679333299998
162_3,0.0310308208667
6516_10,0.9913543333329999
11588_7,0.9599596666670001
2006_1,0.00886096333333
1594_4,0.129935666667
1472_1,0.009819186666670001
3647_1,0.371808333333
174_7,0.9411196666670001
5539_7,0.05748937333330001
3384_10,0.9972803333329999
3811_4,0.464768
4079_8,0.5138443333330001
1179_7,0.7669903333329999
3069_9,0.9959243333329999
3769_8,0.9765719999999999
9247_10,0.9405026666670001
10434_1,0.00211718
1147_10,0.990295
5344_7,0.980935333333
8073_10,0.9802620000000001
7833_3,0.00891482
8370_1,0.0316555973333
9007_8,0.128743
6624_7,0.32858699999999996
6683_3,0.2640493
12275_7,0.465681666667
11927_8,0.9898889999999999
1560_10,0.998762
1325_9,0.6923313333329999
3548_8,0.304630666667
607_1,0.00140308952333
6702_7,0.574080333333
5702_3,0.00683108333333
11345_8,0.983374666667
3428_4,0.1283688
7209_9,0.995655666667
8425_8,0.9614790000000001
3087_1,0.07424433333330001
1119_8,0.8358906666670001
5715_3,0.15497750000000002
8645_1,0.0216661533333
2149_3,0.00862394633333
10403_10,0.838000666667
5628_1,0.0631641
5570_10,0.9896786666670001
1613_3,0.011990881
1454_4,0.783126333333
5094_3,0.0331533333333
7982_1,0.140188609333
6894_2,0.501415333333
6554_1,0.09390280000000001
4721_3,0.1676808
6904_4,0.0589726
893_8,0.981204333333
4605_4,0.618165333333
11516_7,0.519754333333
11718_7,0.997065333333
5956_1,0.00511800833333
7455_9,0.960068
6396_4,0.7715223333329999
1223_8,0.972023
8556_1,0.015792466666700002
6108_8,0.749494
11690_1,0.0260409
3778_9,0.8271620000000001
3627_4,0.353982
8256_4,0.173940966667
533_1,0.00197652232667
5235_4,0.018160335485
621_2,0.21711999999999998
5365_1,0.308053333333
8180_3,0.13288699999999998
7396_7,0.145905
9776_10,0.994517
8175_10,0.955202666667
3128_1,0.020979333333299998
4606_1,0.17070494
6158_2,0.012502994746700002
3281_10,0.984101666667
4723_4,0.0812621
11994_3,0.035219866666699996
7701_1,0.00243413792667
103_3,0.05270296666669999
8908_10,0.989787666667
8876_1,0.0047052233333300005
7519_9,0.9720280000000001
12456_8,0.8751530000000001
9514_8,0.775261666667
8680_8,0.30882600000000004
12402_10,0.93909
362_2,0.131969413333
9825_7,0.8124943333329999
2913_3,0.424825
7164_8,0.9467673333329999
11177_7,0.964708333333
5707_10,0.9901040000000001
8103_10,0.9723129999999999
6289_1,0.0116324423333
11754_1,0.12654100000000001
11640_10,0.954519333333
9933_7,0.8441526666670001
185_10,0.9953799999999999
242_10,0.992499
9369_8,0.9326876666670001
7453_10,0.891892333333
7514_7,0.602130333333
10860_2,0.054462300000000005
8663_8,0.390182333333
9108_1,0.00798579666667
7941_1,0.0186838
10116_1,0.000706606566667
9841_4,0.14441586
4512_9,0.969203
4853_2,0.05439046666669999
2664_4,0.3210656
9966_10,0.9783956666670001
5167_2,0.0382830666667
3894_2,0.0163326778767
3929_8,0.985808333333
7165_10,0.868841
5451_8,0.813709333333
2947_4,0.295934173333
4611_10,0.9798370000000001
5807_1,0.07902586666669999
9464_8,0.9045066666670001
3124_10,0.937952333333
2705_4,0.8575780000000001
12187_8,0.9372476666670001
12319_10,0.968457
9874_3,0.394992666667
3406_4,0.22744066666700002
2327_10,0.9787473333329999
605_10,0.9752493333329999
8080_4,0.05087996666669999
3074_10,0.9958126666670001
2499_3,0.120718266667
1013_1,0.356805666667
11535_1,0.0168261533333
4118_7,0.764035
10492_8,0.9952873333329999
2129_4,0.11087623333300001
9814_10,0.501616
10671_9,0.807983
5980_10,0.985043
2755_2,0.10865076666699999
5461_2,0.235904
11979_1,0.15798800000000002
8810_1,0.010578308
852_7,0.988621333333
10961_4,0.03931867318999999
7436_4,0.258499666667
11281_3,0.527157
4208_3,0.126247876667
8213_10,0.860965333333
9851_2,0.28963733333299996
4713_7,0.800229666667
9528_1,0.9843566666670001
3595_10,0.996223
5785_3,0.24772533333299998
10370_3,0.00587083
1980_3,0.271782666667
8800_4,0.325525933333
4437_3,0.0737255107333
28_3,0.05014849
12171_1,0.07753293333330001
9359_3,0.0727103666667
3831_9,0.9982129999999999
10962_7,0.987267333333
1500_9,0.678541
11470_10,0.8294966666670001
11843_3,0.0908596
11200_4,0.8487906666670001
1067_1,0.012717613333299998
3333_1,0.07524671666669999
4487_4,0.922701666667
6428_1,0.00358099
575_7,0.04930366666669999
10904_9,0.9358059999999999
11821_2,0.292518333333
11605_1,0.030708580299999996
1111_7,0.903092333333
10295_1,0.295476333333
1146_4,0.033908605
2405_9,0.35842399999999996
11081_10,0.766616
2201_10,0.9991516666670001
4844_1,0.0798524706667
11007_8,0.9704046666670001
6535_7,0.975255333333
2653_4,0.054369133333300006
8245_10,0.8349066666670001
9951_8,0.929898
6133_8,0.220881833333
10006_2,0.00258147813333
7350_1,0.473996333333
4509_9,0.9990603333329999
948_1,0.0328891066667
3987_1,0.026477233333299998
2947_10,0.24114063333299998
6041_3,0.00548354750483
2946_1,0.0418605096667
11967_4,0.00117243675333
1185_10,0.9960756666670001
10323_2,0.790612
11706_2,0.0007519789466669999
3663_1,0.0295807966667
5602_10,0.997795333333
4870_10,0.689121333333
1994_1,0.0274769668333
10807_7,0.947295666667
6871_3,0.9293816666670001
1175_2,0.00223849566333
10919_7,0.999518333333
8127_10,0.9742780000000001
12497_4,0.32513833333299996
3274_1,0.619141333333
2568_3,0.153505333333
840_2,0.016393429549200002
5626_10,0.9970756666670001
7561_10,0.983378333333
4600_3,0.38995296666699997
3324_9,0.712607666667
8899_7,0.9450183333329999
5592_8,0.7873866666670001
12483_4,0.00537181643333
7874_1,0.0015630211333299998
5878_10,0.9401043333329999
4303_9,0.7601899999999999
9421_1,0.01064638
10269_4,0.108404766667
10615_2,0.23362842
2634_10,0.960341666667
7522_1,0.00888516366667
9289_10,0.93421
4636_10,0.965591666667
1241_7,0.21147333333299997
9458_9,0.760614333333
11690_10,0.988552666667
7176_4,0.375673
6212_10,0.9865653333329999
6319_1,0.0421365710667
5229_3,0.073227937
466_9,0.9979520000000001
8693_2,0.09936476666670001
2952_10,0.998884
1128_1,0.031690388
3975_10,0.924160333333
11365_10,0.780881
2074_9,0.8908003333329999
9768_10,0.9922996666670001
4895_1,0.052738066666699994
5726_10,0.9926583333329999
9993_10,0.9887973333329999
11319_2,0.456626833333
10561_2,0.05449039666669999
5455_8,0.958236333333
10684_3,0.1699474
3652_3,0.0274699693333
7825_1,0.031138166666700003
8806_1,0.007381520333330001
275_10,0.946249
2246_1,0.012889348
11968_2,0.00530021333333
2528_1,0.146950333333
8491_8,0.611259333333
13_1,0.48512033333300003
4530_8,0.94557
5207_3,0.0068653740000000005
11648_10,0.9315943333329999
8260_1,0.160056
10730_10,0.938225666667
10402_3,0.270827
8077_1,0.0022393542333299997
8598_8,0.94389
2809_3,0.00215944633333
12490_10,0.9958816666670001
1447_9,0.985895666667
1605_3,0.10740999999999999
2311_4,0.0144451356667
3235_9,0.9272790000000001
5725_10,0.929165333333
9025_10,0.976491666667
6049_9,0.9358806666670001
4803_10,0.9959873333329999
191_9,0.9970706666670001
420_3,0.8235950000000001
5238_2,0.18000770000000002
1280_9,0.9336469999999999
9408_4,0.0943542333333
819_1,0.00138104533333
1656_4,0.06129396666669999
9964_3,0.0499777
10404_4,0.329150866667
12369_10,0.9501003333329999
6423_1,0.03765339
9942_8,0.458162
1519_1,0.04260406666669999
100_10,0.9623879999999999
3216_10,0.9689246666670001
3909_10,0.791155
5034_7,0.993205333333
14_8,0.996428666667
5891_3,0.0158236333333
8496_10,0.9994129999999999
7429_1,0.0047722921933300005
9457_1,0.0343418133333
9602_8,0.8741329999999999
4198_1,0.008483519699999999
154_2,0.10138330000000001
5070_2,0.0174513666667
4207_8,0.856051
7758_8,0.9506540000000001
4439_9,0.9918793333329999
12042_1,0.006970498
7244_1,0.008442848000000001
6854_1,0.00952018666667
11932_10,0.930862333333
4151_10,0.9487066666670001
7265_1,0.0266192293333
10272_7,0.990086
4256_4,0.114667833333
1225_7,0.943279333333
956_10,0.998934666667
6389_2,0.010778846666700002
1365_4,0.04411636666669999
4752_7,0.926773
276_10,0.9953386666670001
8766_9,0.893501333333
11225_10,0.8548206666670001
6920_1,0.00738621766667
11536_1,0.0177868146333
1923_9,0.9654393333329999
11460_10,0.780686333333
10054_7,0.9621290000000001
10845_1,0.00527366095
10231_4,0.187688466667
9430_8,0.973841
3226_2,0.006762721
4298_3,0.0368458333333
10635_4,0.136267066667
10567_4,0.0239077333333
5460_10,0.9975069999999999
7310_7,0.555695333333
10330_2,0.0124846273333
5151_9,0.9744773333329999
11_3,0.2597106
1448_8,0.436253
10130_8,0.9715506666670001
2199_3,0.03766507
1761_10,0.902473333333
2782_1,0.00893696
7618_10,0.992475333333
85_10,0.9142316666670001
5730_3,0.030427443333299997
3641_1,0.10872905
8190_9,0.993201
9533_10,0.999497
9508_1,0.00668625666667
237_8,0.9977273333329999
3981_7,0.7724153333329999
7194_9,0.9504049999999999
10584_8,0.608538333333
248_2,0.0109128776667
8358_4,0.04924851666669999
1218_1,0.0326433696667
4191_10,0.049557323333300006
3090_8,0.9380763333329999
11923_2,0.05022606333330001
1640_8,0.9892883333329999
9972_3,0.0305057333333
11818_4,0.338041333333
4350_10,0.992915666667
877_10,0.678091
10017_8,0.971324666667
7975_10,0.999578333333
8436_1,0.0239038433333
6024_7,0.705162
3112_1,0.01874705
951_10,0.978649
1622_1,0.012291506666700001
191_3,0.33202666666700004
5669_1,0.001939374
1891_4,0.04780400333330001
12173_9,0.6859383333329999
7887_7,0.897445
3256_10,0.4677
5419_1,0.02041659
7635_1,0.03818823966669999
8297_2,0.0262618
7137_8,0.8968473333329999
7562_3,0.15101900000000001
9944_1,0.0019345476666700002
4288_1,0.00338717073333
8087_1,0.388607333333
4771_10,0.9867593333329999
10482_10,0.8807896666670001
5324_10,0.998397666667
3080_1,0.045456199999999995
10923_7,0.47940566666699996
1753_7,0.9888403333329999
317_10,0.9310893333329999
12474_8,0.804114
773_8,0.988208666667
